transaction_id,customer_id,product_category,purchase_value,discount_used,purchase_date,is_refunded,refund_date,refund_reason
23937,2781,toys,55.92,1,2023-08-04,0,,
23938,4499,home,358.02,0,2024-09-07,0,,
23939,9618,sports,140.4,1,2023-11-08,0,,
23940,7421,beauty,40.81,0,2022-08-13,0,,
23941,57,beauty,294.4,0,2020-01-26,0,,
23942,6992,beauty,73.63,0,2024-03-21,0,,
23943,9376,beauty,235.52,0,2024-10-14,0,,
23944,2935,sports,58.52,1,2021-11-10,0,,
23945,5520,beauty,98.74,0,2022-04-30,0,,
23946,3017,home,297.55,0,2022-07-17,0,,
23947,6145,fashion,86.16,1,2019-01-09,0,,
23948,4017,toys,77.08,0,2020-06-29,0,,
23949,1820,beauty,257.35,0,2023-03-17,1,1679270400000000000,late_delivery
23950,4891,home,464.02,1,2020-02-07,0,,
23951,1752,toys,54.85,0,2019-03-22,0,,
23952,6375,home,140.7,1,2023-01-24,1,1676073600000000000,wrong_item
23953,3540,fashion,102.96,0,2019-10-19,0,,
23954,7558,sports,234.35,0,2022-04-04,0,,
23955,9977,beauty,38.12,0,2021-10-30,1,1637625600000000000,wrong_item
23956,5051,beauty,261.67,0,2019-09-30,0,,
23957,2388,fashion,121.02,0,2024-03-02,0,,
23958,1430,beauty,222.6,1,2021-02-15,0,,
23959,2350,home,359.38,0,2019-05-01,0,,
23960,1166,sports,257.37,0,2020-06-11,0,,
23961,278,electronics,241.9,0,2023-04-11,0,,
23962,6722,home,213.44,0,2021-05-18,0,,
23963,6151,sports,160.73,1,2023-03-05,0,,
23964,6619,sports,173.05,1,2020-03-08,0,,
23965,8417,electronics,1139.68,1,2020-09-28,0,,
23966,1745,toys,12.97,0,2023-12-06,0,,
23967,159,electronics,1059.71,0,2023-11-01,0,,
23968,379,home,293.87,0,2019-02-18,1,1552953600000000000,damaged
23969,4548,beauty,175.3,1,2022-06-08,0,,
23970,781,toys,32.42,0,2019-11-04,0,,
23971,2108,toys,55.05,0,2023-04-25,0,,
23972,8068,sports,201.0,1,2023-12-09,0,,
23973,1849,beauty,73.0,1,2024-05-30,0,,
23974,8453,home,351.42,1,2024-03-21,0,,
23975,4660,fashion,62.67,0,2020-10-14,0,,
23976,4548,toys,58.22,0,2023-08-28,0,,
23977,1301,toys,52.84,0,2021-08-13,0,,
23978,4154,fashion,134.55,0,2023-08-05,0,,
23979,4177,toys,11.38,0,2020-05-29,0,,
23980,8140,beauty,55.1,0,2022-12-04,0,,
23981,7525,toys,68.81,1,2019-02-17,0,,
23982,6305,sports,126.6,0,2019-01-23,0,,
23983,343,home,424.89,1,2023-03-03,0,,
23984,5492,home,68.83,0,2024-08-20,0,,
23985,1463,fashion,143.1,0,2020-05-09,0,,
23986,6802,electronics,237.96,0,2021-05-17,0,,
23987,2829,beauty,151.13,0,2020-03-03,0,,
23988,883,fashion,170.01,0,2019-07-06,0,,
23989,1689,sports,41.75,0,2019-04-27,0,,
23990,4541,electronics,518.2,0,2023-11-29,0,,
23991,606,electronics,694.27,1,2021-11-13,0,,
23992,1072,beauty,271.85,0,2021-09-11,0,,
23993,4462,electronics,499.24,0,2024-12-19,0,,
23994,8676,sports,245.97,0,2020-12-24,0,,
23995,8701,sports,221.09,0,2023-03-17,0,,
23996,5250,toys,31.49,1,2023-11-04,0,,
23997,2928,electronics,507.85,0,2021-10-06,0,,
23998,824,fashion,50.56,0,2024-03-09,0,,
23999,6121,home,358.76,1,2024-12-11,0,,
24000,5859,fashion,110.1,0,2021-10-03,0,,
24001,2722,sports,63.39,0,2024-05-12,0,,
24002,6784,home,325.23,0,2020-02-16,0,,
24003,2982,sports,159.62,0,2021-11-16,0,,
24004,5571,home,82.59,0,2019-03-15,0,,
24005,3804,home,478.7,1,2024-12-03,0,,
24006,6892,beauty,253.73,0,2022-02-15,0,,
24007,6019,home,72.67,0,2022-01-28,0,,
24008,8668,electronics,1127.83,0,2020-01-16,0,,
24009,2086,sports,276.67,0,2020-07-08,0,,
24010,6960,beauty,31.81,0,2020-06-16,0,,
24011,6096,home,132.68,0,2021-08-20,0,,
24012,4943,sports,216.67,0,2020-02-06,0,,
24013,5335,beauty,281.68,1,2020-01-17,0,,
24014,4997,sports,250.47,0,2020-01-27,0,,
24015,2376,toys,29.73,0,2021-03-31,0,,
24016,962,fashion,25.35,0,2024-02-28,0,,
24017,8149,home,257.53,1,2023-09-29,0,,
24018,374,electronics,246.56,1,2021-09-17,0,,
24019,1853,fashion,59.25,0,2020-05-07,0,,
24020,3203,sports,199.23,0,2020-05-24,0,,
24021,6334,toys,44.65,0,2021-12-30,0,,
24022,9023,sports,125.48,1,2019-08-10,0,,
24023,8787,sports,280.39,1,2020-05-11,0,,
24024,7314,sports,74.03,0,2020-10-21,0,,
24025,6714,sports,156.49,1,2022-11-23,0,,
24026,8060,home,303.81,1,2022-07-14,0,,
24027,6754,electronics,488.04,0,2019-11-01,0,,
24028,1893,sports,217.48,0,2019-07-31,0,,
24029,6500,beauty,262.84,0,2019-04-18,0,,
24030,3952,beauty,171.61,1,2024-12-23,0,,
24031,2605,beauty,238.77,1,2024-02-25,0,,
24032,6415,electronics,214.01,1,2019-04-29,0,,
24033,8318,sports,63.06,0,2020-03-13,0,,
24034,7025,beauty,149.37,0,2019-02-22,0,,
24035,528,electronics,1117.07,1,2020-03-15,0,,
24036,7596,beauty,168.85,0,2024-03-24,0,,
24037,8055,fashion,89.17,0,2021-03-29,0,,
24038,8980,toys,52.01,1,2019-06-10,0,,
24039,9730,home,97.25,0,2023-01-02,0,,
24040,9591,beauty,203.03,1,2019-09-20,0,,
24041,3612,fashion,35.04,0,2024-06-06,0,,
24042,762,home,305.32,0,2023-03-29,0,,
24043,5437,toys,60.01,0,2024-05-01,0,,
24044,6038,electronics,582.08,0,2020-02-18,0,,
24045,7132,beauty,275.05,1,2022-09-15,0,,
24046,8007,sports,62.57,1,2022-07-22,0,,
24047,8319,electronics,329.51,0,2024-07-11,1,1721952000000000000,damaged
24048,9163,fashion,102.71,0,2019-05-14,0,,
24049,9414,home,468.56,0,2022-11-19,0,,
24050,656,fashion,82.51,1,2022-11-13,0,,
24051,1956,electronics,1122.72,0,2024-06-18,0,,
24052,393,toys,58.54,0,2021-09-09,0,,
24053,7093,home,399.98,0,2021-06-11,0,,
24054,55,fashion,170.06,0,2023-12-18,0,,
24055,8523,sports,180.25,0,2022-04-08,0,,
24056,984,home,335.16,0,2022-05-02,0,,
24057,1377,sports,182.12,0,2024-04-22,0,,
24058,6293,home,401.03,0,2019-07-03,1,1563408000000000000,late_delivery
24059,2617,toys,29.14,0,2019-09-05,0,,
24060,3148,home,402.5,1,2023-07-29,0,,
24061,6248,fashion,134.17,1,2020-05-13,0,,
24062,166,electronics,782.17,0,2023-02-07,0,,
24063,6866,toys,12.72,0,2022-09-24,0,,
24064,3492,home,396.29,0,2019-06-11,0,,
24065,8775,toys,19.27,0,2019-01-26,0,,
24066,4430,beauty,289.35,0,2023-04-01,0,,
24067,929,beauty,42.82,0,2020-11-05,0,,
24068,3637,home,371.33,0,2019-07-24,1,1565481600000000000,changed_mind
24069,3026,toys,35.23,1,2023-06-15,0,,
24070,4096,home,378.42,1,2020-09-22,0,,
24071,3809,electronics,694.9,0,2021-09-11,0,,
24072,8314,electronics,810.98,0,2019-10-01,0,,
24073,7452,home,74.7,1,2022-03-28,0,,
24074,5675,beauty,290.61,0,2021-10-16,0,,
24075,9137,toys,10.27,0,2021-08-31,0,,
24076,3050,home,472.93,0,2021-02-23,0,,
24077,6285,home,301.4,1,2020-09-20,0,,
24078,1243,electronics,421.18,0,2019-02-06,0,,
24079,7454,beauty,198.56,1,2020-01-29,0,,
24080,3611,home,349.53,0,2022-12-13,0,,
24081,2700,sports,224.49,1,2024-12-24,0,,
24082,9275,home,47.56,1,2024-11-23,0,,
24083,6212,sports,295.18,1,2019-07-20,0,,
24084,5227,home,324.24,0,2023-10-17,0,,
24085,6430,fashion,80.41,0,2024-07-17,0,,
24086,9991,fashion,111.3,0,2022-10-24,0,,
24087,7950,sports,69.96,1,2023-08-05,0,,
24088,9910,electronics,409.63,0,2020-01-13,0,,
24089,5915,electronics,240.07,0,2020-10-09,0,,
24090,9381,sports,266.19,1,2024-06-24,0,,
24091,6162,beauty,90.45,0,2024-02-03,0,,
24092,6438,sports,227.12,0,2024-06-14,0,,
24093,2360,sports,96.78,0,2021-06-02,0,,
24094,5237,electronics,303.29,0,2022-05-15,0,,
24095,5818,toys,17.57,0,2023-03-27,0,,
24096,1934,beauty,260.87,0,2022-10-18,0,,
24097,3657,electronics,275.72,1,2019-11-23,0,,
24098,3647,sports,44.4,0,2024-04-11,0,,
24099,2427,beauty,22.62,0,2024-03-07,0,,
24100,9454,toys,35.65,1,2019-09-22,0,,
24101,6384,home,473.64,0,2023-12-20,0,,
24102,5161,toys,73.61,0,2022-07-18,0,,
24103,8410,home,92.92,0,2020-06-13,0,,
24104,2942,toys,10.87,1,2019-02-13,0,,
24105,3546,sports,230.28,0,2019-08-04,0,,
24106,4158,home,180.98,1,2024-03-10,0,,
24107,4196,fashion,153.55,1,2019-05-22,1,1559433600000000000,late_delivery
24108,8567,beauty,80.32,0,2023-11-29,0,,
24109,4232,home,266.42,0,2019-10-18,0,,
24110,8026,toys,12.31,0,2023-05-24,0,,
24111,5421,home,451.57,0,2023-04-18,0,,
24112,654,electronics,336.87,0,2023-08-01,0,,
24113,4152,fashion,67.15,1,2023-07-06,0,,
24114,1366,toys,43.58,0,2023-07-13,0,,
24115,7043,home,164.78,0,2019-12-14,1,1577318400000000000,damaged
24116,6407,sports,31.25,1,2020-02-02,0,,
24117,9119,beauty,28.14,0,2024-07-13,0,,
24118,3231,beauty,287.46,1,2020-02-18,0,,
24119,1084,sports,111.14,0,2019-08-01,0,,
24120,8684,toys,33.41,1,2022-03-02,0,,
24121,9195,beauty,278.41,1,2021-09-25,0,,
24122,1526,sports,254.12,1,2019-03-03,0,,
24123,3703,home,355.99,0,2020-05-17,0,,
24124,8745,home,342.91,0,2022-11-04,0,,
24125,9043,beauty,244.3,0,2020-03-12,0,,
24126,3970,toys,21.82,0,2022-07-21,0,,
24127,267,beauty,206.0,1,2023-08-14,0,,
24128,163,electronics,253.32,0,2021-05-22,0,,
24129,9956,fashion,40.24,1,2021-06-03,0,,
24130,8302,toys,26.99,0,2022-09-28,0,,
24131,6585,fashion,133.57,0,2020-08-13,0,,
24132,6943,toys,72.48,1,2024-05-06,0,,
24133,9348,beauty,213.42,0,2022-10-22,0,,
24134,8371,fashion,86.66,0,2021-10-10,0,,
24135,1987,beauty,163.83,1,2019-04-18,0,,
24136,8640,home,367.67,0,2024-12-23,0,,
24137,1160,electronics,793.95,0,2019-01-22,0,,
24138,8484,fashion,104.71,0,2023-10-12,0,,
24139,2055,electronics,398.63,0,2019-11-01,0,,
24140,2558,toys,53.19,0,2024-12-04,0,,
24141,5324,electronics,169.6,0,2022-12-29,0,,
24142,503,toys,49.2,0,2021-05-07,0,,
24143,9776,electronics,1011.78,0,2023-12-12,0,,
24144,1323,beauty,70.33,1,2023-11-30,0,,
24145,8716,home,92.54,0,2022-03-13,0,,
24146,5873,toys,77.92,0,2022-09-09,0,,
24147,4981,home,427.99,0,2023-12-21,1,1704326400000000000,late_delivery
24148,8127,fashion,68.32,0,2019-08-15,0,,
24149,2427,electronics,369.0,0,2019-11-07,0,,
24150,7158,fashion,73.45,0,2019-08-24,0,,
24151,7166,toys,40.19,0,2022-10-24,0,,
24152,7265,home,417.7,0,2024-01-12,0,,
24153,4473,toys,26.74,0,2020-12-18,1,1610496000000000000,wrong_item
24154,5541,toys,60.46,0,2024-03-11,0,,
24155,3708,home,467.47,1,2022-12-31,0,,
24156,5140,toys,36.57,0,2024-11-07,0,,
24157,5276,toys,11.82,1,2024-06-03,0,,
24158,2883,fashion,152.42,0,2023-11-22,0,,
24159,820,home,365.87,0,2022-07-21,0,,
24160,735,sports,61.74,0,2022-07-08,0,,
24161,958,sports,187.13,0,2022-04-26,0,,
24162,3527,sports,250.95,0,2021-09-24,0,,
24163,7218,home,123.27,1,2021-08-16,0,,
24164,8660,toys,25.6,0,2021-10-17,0,,
24165,6066,sports,76.5,0,2019-08-10,0,,
24166,8837,fashion,179.6,1,2020-07-01,0,,
24167,8354,fashion,56.72,1,2020-12-21,0,,
24168,9485,toys,28.68,0,2020-12-28,0,,
24169,5052,sports,33.42,0,2022-12-17,0,,
24170,862,sports,295.32,0,2019-12-04,0,,
24171,8646,toys,27.27,0,2022-03-08,0,,
24172,4758,home,373.61,0,2019-11-19,0,,
24173,3492,electronics,177.69,1,2024-06-19,0,,
24174,6832,home,400.37,0,2024-07-18,0,,
24175,7193,fashion,140.1,0,2023-05-21,0,,
24176,5582,sports,43.56,0,2021-01-15,0,,
24177,7051,toys,18.58,0,2022-05-22,0,,
24178,8207,toys,30.66,1,2022-07-24,0,,
24179,6609,home,203.15,0,2020-11-15,0,,
24180,3032,electronics,972.67,0,2020-10-06,0,,
24181,2711,beauty,37.13,1,2021-12-30,0,,
24182,3294,toys,55.52,0,2024-03-10,0,,
24183,3245,sports,83.99,0,2021-02-22,1,1615420800000000000,late_delivery
24184,7637,sports,127.09,0,2024-11-09,0,,
24185,7058,home,41.01,0,2024-10-26,0,,
24186,5713,sports,101.51,0,2024-06-13,0,,
24187,8705,fashion,47.41,0,2024-10-16,0,,
24188,2034,fashion,100.64,0,2019-04-29,1,1558569600000000000,wrong_item
24189,7175,fashion,45.31,0,2024-05-27,0,,
24190,5161,beauty,254.03,1,2022-02-10,0,,
24191,4505,sports,267.21,0,2019-08-01,0,,
24192,2263,toys,69.17,0,2022-03-01,0,,
24193,9577,beauty,294.9,0,2024-07-18,0,,
24194,8100,sports,276.1,1,2022-11-09,0,,
24195,3760,home,168.7,0,2019-02-04,1,1550620800000000000,changed_mind
24196,3943,toys,32.01,0,2019-06-30,0,,
24197,9003,electronics,709.29,0,2019-11-15,0,,
24198,4858,home,217.08,1,2023-07-19,0,,
24199,6115,electronics,1168.41,1,2024-08-05,0,,
24200,4528,toys,33.77,0,2024-05-28,0,,
24201,9814,toys,61.81,0,2022-09-15,0,,
24202,9798,beauty,181.1,0,2020-12-24,0,,
24203,2813,sports,287.81,1,2024-12-18,0,,
24204,5790,fashion,139.12,0,2022-10-10,0,,
24205,2733,electronics,468.83,1,2020-02-27,0,,
24206,9261,toys,23.79,1,2024-06-22,1,1719446400000000000,changed_mind
24207,143,toys,69.82,1,2019-08-05,0,,
24208,6118,sports,275.08,0,2020-05-28,0,,
24209,3980,sports,252.71,0,2021-03-26,0,,
24210,3322,sports,226.49,0,2020-10-27,0,,
24211,2280,home,188.0,0,2021-09-26,0,,
24212,5973,electronics,680.64,0,2024-03-02,0,,
24213,4530,electronics,1111.49,0,2021-06-19,0,,
24214,5478,sports,57.77,1,2024-02-14,0,,
24215,3162,toys,44.64,0,2023-04-19,0,,
24216,7048,sports,119.54,0,2019-05-01,0,,
24217,2356,home,351.65,0,2023-01-15,0,,
24218,9972,electronics,815.77,0,2019-01-01,0,,
24219,3829,fashion,109.61,1,2023-02-16,0,,
24220,7676,toys,29.57,1,2020-06-25,0,,
24221,173,home,113.39,0,2024-06-10,0,,
24222,9640,sports,239.61,0,2021-07-29,0,,
24223,3484,sports,297.69,0,2021-08-05,0,,
24224,7033,beauty,67.35,0,2020-05-05,0,,
24225,1351,home,74.86,1,2023-02-14,0,,
24226,3210,fashion,139.32,1,2020-07-29,0,,
24227,8424,sports,116.28,0,2020-12-02,0,,
24228,9462,home,137.98,0,2021-01-13,0,,
24229,2322,home,281.56,0,2020-01-24,1,1582156800000000000,changed_mind
24230,1824,toys,57.27,0,2024-08-21,0,,
24231,316,electronics,375.59,1,2021-10-18,0,,
24232,435,sports,298.46,0,2022-03-27,0,,
24233,66,fashion,72.52,0,2019-07-07,0,,
24234,7593,fashion,70.39,0,2020-08-29,1,1600041600000000000,changed_mind
24235,1335,fashion,87.68,0,2022-07-10,0,,
24236,2383,toys,62.15,0,2019-09-18,0,,
24237,791,electronics,1066.92,0,2021-05-16,0,,
24238,7345,electronics,490.19,0,2024-10-12,0,,
24239,8208,toys,18.31,0,2022-10-17,0,,
24240,4870,electronics,418.94,1,2019-05-01,0,,
24241,8161,electronics,238.49,0,2020-09-17,0,,
24242,2722,electronics,811.86,1,2022-12-23,0,,
24243,2858,home,380.72,0,2023-11-28,0,,
24244,3430,home,237.46,0,2019-02-07,0,,
24245,3079,electronics,1150.43,0,2023-02-21,0,,
24246,8650,sports,223.71,0,2023-09-09,0,,
24247,6149,sports,126.3,0,2022-12-16,0,,
24248,3987,home,87.02,1,2020-04-09,0,,
24249,5699,electronics,668.39,0,2023-11-25,0,,
24250,71,electronics,679.03,0,2020-02-29,0,,
24251,5643,beauty,174.16,0,2019-12-10,0,,
24252,5971,home,353.93,0,2022-01-07,0,,
24253,8161,home,161.62,1,2022-01-02,0,,
24254,7857,home,41.14,0,2022-07-08,0,,
24255,6677,electronics,1003.49,1,2022-10-17,0,,
24256,8328,electronics,1014.71,0,2024-03-08,0,,
24257,2002,electronics,1107.2,0,2021-01-11,0,,
24258,2672,beauty,291.33,0,2020-01-09,0,,
24259,7482,home,113.22,1,2022-05-19,0,,
24260,7973,home,202.78,0,2022-06-28,0,,
24261,7537,beauty,258.38,1,2021-01-24,0,,
24262,1151,fashion,169.44,0,2019-04-08,0,,
24263,3726,sports,24.07,0,2020-03-24,0,,
24264,2463,toys,37.13,0,2019-04-13,0,,
24265,2260,fashion,38.14,1,2021-10-28,0,,
24266,6393,fashion,146.15,1,2020-02-27,0,,
24267,7868,sports,229.2,1,2019-05-03,0,,
24268,5279,beauty,231.2,1,2020-05-05,1,1591056000000000000,wrong_item
24269,3115,beauty,129.27,0,2020-09-17,0,,
24270,4796,toys,38.44,0,2023-11-26,0,,
24271,9405,home,160.46,0,2023-05-08,0,,
24272,7550,home,206.01,0,2020-10-08,0,,
24273,2762,beauty,295.26,0,2023-04-13,0,,
24274,8906,electronics,198.9,1,2024-06-05,0,,
24275,9233,toys,32.68,1,2019-10-11,0,,
24276,5766,sports,241.18,1,2019-05-08,0,,
24277,7985,fashion,81.18,1,2023-02-13,0,,
24278,8427,toys,76.5,1,2022-04-04,0,,
24279,8681,sports,113.0,0,2019-04-26,0,,
24280,9018,fashion,155.96,0,2019-08-23,0,,
24281,3539,home,414.94,0,2022-01-13,1,1644451200000000000,wrong_item
24282,6098,toys,10.64,0,2022-01-18,0,,
24283,6180,fashion,84.48,0,2022-01-07,0,,
24284,2656,toys,29.64,1,2024-03-17,0,,
24285,1128,home,260.62,0,2024-12-18,0,,
24286,1633,toys,42.39,0,2024-09-21,0,,
24287,9185,toys,73.39,0,2021-09-19,1,1634428800000000000,damaged
24288,59,home,124.45,1,2020-11-30,0,,
24289,8763,fashion,49.15,0,2022-12-30,0,,
24290,6473,sports,50.26,0,2021-08-14,0,,
24291,4129,home,379.78,1,2024-07-20,0,,
24292,1477,sports,277.0,0,2022-01-24,0,,
24293,7054,sports,123.18,0,2019-01-07,0,,
24294,2243,sports,37.31,0,2020-09-09,0,,
24295,6515,fashion,44.96,1,2022-12-24,0,,
24296,4564,beauty,48.67,1,2020-01-15,0,,
24297,4549,beauty,185.86,1,2020-06-16,1,1592697600000000000,damaged
24298,6130,beauty,99.04,1,2024-12-06,0,,
24299,5954,fashion,163.59,0,2019-09-08,0,,
24300,3819,home,114.65,0,2024-10-08,1,1730851200000000000,late_delivery
24301,4647,fashion,168.82,0,2023-02-11,0,,
24302,4615,fashion,73.24,0,2020-11-08,0,,
24303,5464,electronics,1060.67,0,2020-06-24,0,,
24304,9632,electronics,1146.45,0,2019-06-08,0,,
24305,3414,beauty,296.18,0,2019-03-24,0,,
24306,590,home,409.65,1,2023-04-24,0,,
24307,2522,electronics,256.77,0,2024-05-10,0,,
24308,1226,electronics,208.15,0,2021-08-23,1,1631923200000000000,late_delivery
24309,1452,home,380.28,0,2022-12-13,1,1672704000000000000,late_delivery
24310,9293,beauty,271.17,0,2022-09-29,0,,
24311,8008,toys,21.62,0,2019-03-01,0,,
24312,8592,beauty,283.5,0,2020-01-28,0,,
24313,5086,electronics,790.74,0,2021-05-22,0,,
24314,9459,home,97.04,1,2023-04-15,0,,
24315,8231,sports,66.77,1,2022-04-25,0,,
24316,4614,home,70.34,0,2019-11-08,1,1573689600000000000,wrong_item
24317,9581,beauty,60.1,1,2020-04-09,0,,
24318,7085,home,376.78,1,2021-07-05,0,,
24319,9740,home,140.63,0,2019-09-21,0,,
24320,9117,sports,177.26,0,2019-07-22,0,,
24321,3362,toys,60.48,1,2021-08-03,0,,
24322,4463,electronics,1090.04,0,2022-04-05,1,1651363200000000000,wrong_item
24323,7588,toys,51.29,0,2021-07-01,0,,
24324,8852,electronics,748.2,0,2023-07-28,0,,
24325,4688,fashion,166.05,1,2021-02-13,0,,
24326,408,toys,30.64,0,2021-02-22,0,,
24327,484,toys,24.26,0,2019-06-26,0,,
24328,159,sports,264.38,1,2020-01-28,0,,
24329,9629,toys,15.22,0,2022-09-28,1,1664928000000000000,changed_mind
24330,3040,fashion,50.35,1,2020-10-25,0,,
24331,1010,electronics,581.82,0,2019-01-25,0,,
24332,6746,home,206.18,0,2024-03-01,0,,
24333,8463,sports,217.71,0,2022-03-02,0,,
24334,1668,electronics,246.4,0,2019-09-18,0,,
24335,6879,sports,153.6,0,2023-09-23,0,,
24336,4380,beauty,246.4,0,2024-06-01,0,,
24337,3712,toys,57.83,0,2023-01-17,0,,
24338,6311,home,330.56,0,2021-12-23,0,,
24339,1387,fashion,58.3,0,2023-01-08,0,,
24340,8711,electronics,563.31,1,2024-07-25,0,,
24341,9504,beauty,70.6,0,2024-06-14,0,,
24342,1087,sports,162.5,1,2022-05-21,0,,
24343,7266,toys,50.89,0,2024-07-14,0,,
24344,7016,toys,54.18,0,2024-10-01,0,,
24345,1035,electronics,1069.75,0,2022-12-03,0,,
24346,6431,electronics,214.92,1,2022-09-12,0,,
24347,2312,electronics,557.73,0,2021-10-31,0,,
24348,2517,electronics,770.52,0,2022-01-28,0,,
24349,6008,beauty,179.63,0,2022-01-01,0,,
24350,6000,home,49.98,0,2022-10-13,0,,
24351,3446,toys,23.25,0,2023-01-12,0,,
24352,6230,fashion,155.32,1,2019-08-14,0,,
24353,4509,fashion,102.46,1,2024-08-29,0,,
24354,2250,electronics,584.24,0,2022-07-22,0,,
24355,4427,toys,73.01,0,2020-08-01,0,,
24356,4789,home,74.48,0,2022-12-24,0,,
24357,9053,electronics,1118.43,0,2024-12-30,0,,
24358,5830,toys,11.94,1,2023-12-14,0,,
24359,4178,fashion,110.03,1,2022-07-09,0,,
24360,9374,fashion,108.81,0,2020-06-07,0,,
24361,4622,home,333.97,0,2020-06-20,0,,
24362,3056,home,53.63,0,2023-07-24,0,,
24363,6448,fashion,104.88,0,2023-09-12,0,,
24364,4829,sports,51.81,1,2022-01-22,0,,
24365,9848,toys,20.92,0,2024-05-14,0,,
24366,7522,beauty,80.3,1,2023-01-26,0,,
24367,2216,toys,52.92,0,2021-12-20,0,,
24368,3253,beauty,129.22,0,2024-02-02,0,,
24369,3526,electronics,239.6,0,2023-11-01,0,,
24370,9018,home,172.95,1,2019-06-26,0,,
24371,6977,beauty,41.45,0,2023-02-15,1,1677369600000000000,damaged
24372,9232,electronics,847.33,1,2019-08-29,0,,
24373,211,sports,176.09,1,2022-04-29,0,,
24374,849,fashion,85.23,0,2023-09-02,0,,
24375,8856,fashion,168.43,0,2020-06-14,0,,
24376,6705,electronics,694.66,0,2024-01-27,0,,
24377,4686,home,448.27,1,2020-09-25,0,,
24378,770,electronics,758.04,1,2021-03-03,0,,
24379,3681,sports,125.5,0,2023-07-04,0,,
24380,7980,sports,170.92,0,2019-02-18,0,,
24381,3668,beauty,62.52,1,2021-04-01,0,,
24382,5060,toys,57.23,0,2020-09-11,0,,
24383,3652,home,491.78,1,2022-04-15,0,,
24384,650,electronics,409.81,1,2024-04-24,0,,
24385,4547,beauty,110.5,1,2021-01-10,0,,
24386,3910,beauty,133.71,0,2024-08-21,0,,
24387,4736,sports,155.38,0,2019-05-18,1,1559088000000000000,changed_mind
24388,266,sports,221.35,0,2020-05-25,0,,
24389,8551,toys,19.57,1,2021-02-03,0,,
24390,2150,home,179.13,0,2022-11-28,0,,
24391,1591,electronics,715.6,1,2020-03-16,0,,
24392,4230,beauty,185.08,1,2022-12-30,0,,
24393,2768,fashion,105.86,0,2020-01-04,0,,
24394,8671,sports,141.94,1,2019-06-15,0,,
24395,1142,sports,219.21,0,2019-12-05,0,,
24396,8188,beauty,77.25,1,2023-07-18,0,,
24397,7887,toys,29.79,0,2020-08-23,0,,
24398,1576,home,244.46,0,2022-12-31,0,,
24399,6514,home,359.93,0,2024-12-14,0,,
24400,6214,toys,15.76,0,2020-05-08,0,,
24401,2118,home,93.21,0,2022-02-08,0,,
24402,5526,home,399.91,0,2023-05-11,0,,
24403,9482,home,160.04,0,2020-10-21,0,,
24404,5970,electronics,1161.66,0,2022-01-29,0,,
24405,6550,fashion,173.82,0,2020-10-31,0,,
24406,9849,electronics,870.24,0,2019-01-07,0,,
24407,8866,beauty,220.72,1,2020-07-19,1,1597536000000000000,late_delivery
24408,8928,electronics,833.55,0,2021-05-24,0,,
24409,4986,sports,69.65,0,2022-10-31,0,,
24410,941,fashion,100.07,0,2022-07-12,0,,
24411,1657,beauty,242.04,0,2021-11-28,0,,
24412,9782,sports,236.91,0,2023-07-14,0,,
24413,8419,beauty,271.66,1,2021-07-29,0,,
24414,1867,sports,272.22,0,2023-12-29,0,,
24415,5100,beauty,93.22,0,2019-10-11,0,,
24416,8940,electronics,907.81,0,2019-01-04,0,,
24417,1557,fashion,124.21,0,2023-04-14,0,,
24418,2221,sports,268.03,1,2022-04-17,0,,
24419,8173,fashion,49.36,0,2021-11-18,0,,
24420,6733,sports,227.14,0,2024-02-12,0,,
24421,6049,sports,138.53,0,2023-07-25,0,,
24422,2168,sports,130.46,0,2021-11-22,0,,
24423,2371,home,56.46,0,2022-01-25,0,,
24424,1184,electronics,1159.53,0,2021-02-19,0,,
24425,9350,electronics,859.56,0,2023-03-05,1,1678060800000000000,wrong_item
24426,189,toys,51.35,1,2023-11-06,0,,
24427,411,fashion,60.19,0,2023-12-02,0,,
24428,6813,electronics,841.37,0,2024-07-18,0,,
24429,8140,home,474.98,1,2023-04-04,0,,
24430,907,fashion,46.13,1,2024-07-28,0,,
24431,5195,beauty,295.47,0,2021-06-08,0,,
24432,3880,sports,139.68,0,2019-01-30,0,,
24433,1724,beauty,293.9,0,2020-03-25,0,,
24434,4238,toys,54.37,0,2019-10-22,0,,
24435,3288,fashion,71.86,1,2023-01-02,0,,
24436,4248,electronics,543.17,0,2019-01-23,0,,
24437,7351,electronics,455.08,1,2020-10-04,0,,
24438,387,sports,113.74,0,2022-12-26,0,,
24439,6016,home,337.41,1,2022-04-24,0,,
24440,1131,home,47.64,0,2024-06-12,0,,
24441,3367,sports,290.94,0,2019-12-21,0,,
24442,2559,beauty,235.19,0,2019-08-14,0,,
24443,7384,fashion,170.56,0,2021-04-12,0,,
24444,683,sports,220.91,0,2023-11-10,0,,
24445,2748,sports,154.69,0,2019-06-04,0,,
24446,9269,fashion,50.36,0,2024-06-10,0,,
24447,1871,sports,164.57,0,2019-06-03,0,,
24448,8849,sports,219.27,1,2021-10-02,0,,
24449,2261,fashion,156.67,0,2023-12-11,0,,
24450,358,home,189.1,1,2024-01-19,0,,
24451,8645,home,274.82,0,2020-05-08,0,,
24452,1568,toys,53.4,1,2023-03-18,0,,
24453,1132,fashion,114.17,1,2021-05-08,0,,
24454,6475,home,64.09,1,2021-10-16,0,,
24455,9120,sports,155.35,1,2019-11-10,0,,
